ds,yhat,yhat_lower,yhat_upper
2018-09-24,118.08460418525594,94.46768334820476,147.60575523156993
2018-10-01,105.2051390003144,84.16411120025153,131.506423750393
2018-10-08,110.95621303691117,88.76497042952894,138.69526629613895
2018-10-15,108.41083346382693,86.72866677106155,135.51354182978366
2018-10-22,95.98618356418837,76.7889468513507,119.98272945523546
2018-10-29,97.85795927313102,78.28636741850482,122.32244909141377
2018-11-05,50.599947752377055,40.479958201901646,63.24993469047132
2018-11-12,81.89259673265826,65.51407738612662,102.36574591582283
2018-11-19,76.56553881882458,61.25243105505967,95.70692352353072
2018-11-26,57.81627813810582,46.25302251048466,72.27034767263228
2018-12-03,64.65414912133012,51.7233192970641,80.81768640166266
2018-12-10,54.93267054741457,43.946136437931656,68.66583818426821
2018-12-17,43.604997593833936,34.88399807506715,54.50624699229242
2018-12-24,44.68387692184088,35.7471015374727,55.85484615230109
2019-01-07,27.143126849481146,21.714501479584918,33.92890856185143
2019-01-14,26.149451213356045,20.919560970684838,32.68681401669505
2019-01-21,27.24473877846308,21.795791022770466,34.05592347307885
2019-01-28,26.913187930640564,21.530550344512452,33.64148491330071
2019-02-04,19.79740700707507,15.837925605660056,24.746758758843836
2019-02-11,6.237496681685894,4.989997345348716,7.796870852107367
2019-02-18,4.028915938746336,3.223132750997069,5.0361449234329205
2019-02-25,0.7830877120764008,0.6264701696611207,0.978859640095501
2019-03-04,2.624120749329074,2.0992965994632593,3.280150936661342
2019-03-11,6.614705308070322,5.291764246456258,8.268381635087902
2019-03-18,4.7635749359435255,3.8108599487548207,5.9544686699294065
2019-03-25,2.8677439992395417,2.2941951993916336,3.584679999049427
2019-04-01,3.652264374766627,2.921811499813302,4.565330468458283
2019-04-08,4.371116604910942,3.4968932839287534,5.463895756138677
2019-04-15,15.052762870219016,12.042210296175213,18.81595358777377
2019-04-22,16.08031581335129,12.864252650681033,20.100394766689114
2019-04-29,18.905230651173568,15.124184520938854,23.63153831396696
2019-05-06,21.557068470013725,17.24565477601098,26.946335587517154
2019-05-13,18.640667326553896,14.912533861243118,23.30083415819237
2019-05-20,41.59394578751461,33.27515663001169,51.99243223439326
2019-05-27,46.432353443860364,37.145882755088294,58.040441804825456
2019-06-03,46.73199567207575,37.3855965376606,58.414994590094686
2019-06-10,56.24738203531577,44.997905628252624,70.30922754414472
2019-06-17,71.67618768461747,57.34095014769398,89.59523460577185
2019-06-24,63.10869157173899,50.48695325739119,78.88586446467373
2019-07-01,85.92629031822213,68.7410322545777,107.40786289777766
2019-07-08,93.37704542691361,74.70163634153089,116.721306783642
2019-07-15,56.65653167650992,45.32522534120794,70.8206645956374
2019-07-22,105.547714387894,84.43817151031521,131.9346429848675
2019-07-29,90.0734454431425,72.058756354514,112.59180680392814
2019-08-05,107.08459342115945,85.66767473692757,133.85574177644932
2019-08-12,103.87291643456584,83.09833314765268,129.8411455432073
2019-08-19,115.88758281754589,92.71006625403672,144.85947852193237
2019-08-26,124.24668035706058,99.39734428564847,155.30835044632573
2019-09-02,124.6677324182591,99.7341859346073,155.83466552282388
2019-09-09,122.14524477254525,97.71619581803621,152.68155596568158
2019-09-16,113.85766069679606,91.08612855743685,142.32207587099506
2019-09-23,111.79197131053199,89.4335770484256,139.739964138165
2019-09-30,111.68074091755788,89.34459273404632,139.60092614694736
2019-10-07,108.95594478275828,87.16475582620663,136.19493097844784
2019-10-14,109.85196899987847,87.88157519990278,137.31496124984807
2019-10-21,110.09186413229263,88.07349130583411,137.6148301653658
2019-10-28,99.02099460736981,79.21679568589586,123.77624325921227
2019-11-04,82.38718359175341,65.90974687340274,102.98397948969176
2019-11-11,83.33621586520084,66.66897269216068,104.17026983150106
2019-11-18,67.48686656884072,53.98949325507258,84.3585832110509
2019-11-25,74.77651537984528,59.82121230387622,93.47064422480659
2019-12-02,62.35401739732666,49.883213917861326,77.94252174665831
2019-12-09,52.70342016970913,42.16273613576731,65.87927521213642
2019-12-16,45.727416432145155,36.58193314571613,57.159270540181446
2019-12-23,41.073123847778284,32.85849907822263,51.34140480972285
2019-12-30,38.83404013677331,31.06723210941865,48.542550170966635
2020-01-06,31.699449846021164,25.35955987681693,39.62431230752645
2020-01-13,25.767579773420415,20.614063818736334,32.20947471677552
2020-01-20,14.9928783065255,11.994302645220401,18.741097883156876
2020-01-27,15.542629759763361,12.43410380781069,19.4282871997042
2020-02-03,7.963200356200102,6.3705602849600815,9.954000445250127
2020-02-10,5.026546208160842,4.021236966528674,6.283182760201052
2020-02-17,2.2302089451353715,1.7841671561082972,2.7877611814192145
2020-02-24,3.968329223478822,3.1746633787830576,4.960411529348527
2020-03-02,0.2325994091594478,0.18607952732755825,0.29074926144930974
2020-03-09,2.2600523589289723,1.8080418871431778,2.8250654486612152
2020-03-16,4.270604626342135,3.4164837010737084,5.338255782927669
2020-03-23,4.658408090807792,3.726726472646234,5.82301011350974
2020-03-30,9.986322265629697,7.989057812503758,12.482902832037121
2020-04-06,9.897697132036704,7.918157705629364,12.37212141504588
2020-04-13,13.323697487855256,10.658957990284206,16.65462185981907
2020-04-20,18.001033559363808,14.400826847491047,22.50129194920476
2020-04-27,10.580432510819705,8.464346008655765,13.225540638524631
2020-05-04,29.0091709374833,23.20733674998664,36.26146367185412
2020-05-11,27.394360395608288,21.91548831648663,34.24295049451036
2020-05-18,35.24418356953104,28.195346855624834,44.0552294619138
2020-05-25,48.89638502835372,39.11710802268298,61.12048128544215
2020-06-01,48.424615005280785,38.73969200422463,60.53076875660098
2020-06-08,58.700636704122616,46.960509363298094,73.37579588015328
2020-06-15,63.66773336427866,50.93418669142293,79.58466670534833
2020-06-22,71.6503353406628,57.32026827253025,89.56291917582851
2020-06-29,66.07069032453407,52.85655225962726,82.5883629056676
2020-07-06,92.50688016607381,74.00550413285906,115.63360020759227
2020-07-13,85.56068093798748,68.44854475038998,106.95085117248436
2020-07-20,104.5550448380475,83.644035870438,130.69380604755938
2020-07-27,112.33488709094043,89.86790967275235,140.41860886367553
2020-08-03,113.17701644384283,90.54161315507427,141.47127055480354
2020-08-10,102.85527375327749,82.284219002622,128.56909219159687
2020-08-17,120.94043527789228,96.75234822231383,151.17554409736533
2020-08-24,115.43211446310757,92.34569157048605,144.29014307888446
2020-08-31,123.83155463089332,99.06524370471466,154.78944328861667
2020-09-07,121.76228789983881,97.40983031987105,152.20285987479852
2020-09-14,113.90566714580925,91.1245337166474,142.38208393226157
2020-09-21,112.24221306874162,89.79377045499331,140.30276633592703
2020-09-28,118.9507747274175,95.160619781934,148.68846840927188
2020-10-05,118.89919416521967,95.11935533217574,148.62399270652458
2020-10-12,101.70881723149948,81.36705378519959,127.13602153937435
2020-10-19,103.58320619542657,82.86656495634126,129.47900774428322
2020-10-26,92.21064260774865,73.76851408619892,115.26330325968581
2020-11-02,40.26010497885577,32.20808398308462,50.32513122356971
2020-11-09,86.94701804427993,69.55761443542394,108.68377255534992
2020-11-16,83.39002222177255,66.71201777741804,104.23752777721569
2020-11-23,70.02604019403773,56.02083215523019,87.53255024254716
2020-11-30,66.97540036482057,53.58032029185646,83.71925045602572
2020-12-07,52.03275439855819,41.62620351884655,65.04094299819774
2020-12-14,44.27314686068619,35.41851748854895,55.341433575857735
2020-12-21,43.3050414283237,34.64403314265896,54.131301785404624
2020-12-28,33.710761076178855,26.968608860943085,42.13845134522357
2021-01-04,28.006362688033782,22.40509015042703,35.00795336004223
2021-01-11,20.39017536885751,16.312140295086007,25.487719211071887
2021-01-18,18.279253526946324,14.62340282155706,22.849066908682904
2021-01-25,15.410955245073557,12.328764196058847,19.263694056341947
2021-02-01,13.672672462217912,10.938137969774331,17.09084057777239
2021-02-08,5.41175737536347,4.329405900290776,6.764696719204338
2021-02-15,1.0366284383893851,0.8293027507115082,1.2957855479867315
2021-02-22,1.4043279761896017,1.1234623809516815,1.755409970237002
2021-03-01,-0.09254577247603028,0.0,-0.11568221559503786
2021-03-08,3.639140922173406,2.911312737738725,4.548926152716757
2021-03-15,4.207448088534852,3.3659584708278816,5.259310110668565
2021-03-22,-0.14652976346529212,0.0,-0.18316220433161515
2021-03-29,2.100766308869596,1.6806130470956768,2.6259578860869945
2021-04-05,7.31136167616693,5.849089340933545,9.139202095208663
2021-04-12,11.53808801880612,9.230470415044897,14.42261002350765
2021-04-19,12.133104795374562,9.70648383629965,15.166380994218203
2021-04-26,18.743282213647813,14.994625770918251,23.429102767059767
2021-05-03,24.50040877275093,19.600327018200744,30.625510965938663
2021-05-10,34.05942021336006,27.24753617068805,42.57427526670008
2021-05-17,39.34021773843104,31.472174190744838,49.175272173038806
2021-05-24,43.72917947660212,34.983343581281694,54.66147434575265
2021-05-31,52.88790611434791,42.31032489147833,66.10988264293489
2021-06-07,58.83784536802389,47.070276294419116,73.54730671002986
2021-06-14,65.54820490516587,52.4385639241327,81.93525613145735
2021-06-21,69.88740427011021,55.90992341608817,87.35925533763776
2021-06-28,67.93684331909323,54.349474655274584,84.92105414886653
2021-07-05,85.97291081513565,68.77832865210853,107.46613851891956
2021-07-12,83.3350580202869,66.66804641622952,104.16882252535862
2021-07-19,93.93576177188002,75.14860941750402,117.41970221485003
2021-07-26,110.80081215807219,88.64064972645775,138.50101519759025
2021-08-02,112.10905660777999,89.687245286224,140.13632075972498
2021-08-09,117.20059628884289,93.76047703107432,146.50074536105362
2021-08-16,113.88170600380663,91.1053648030453,142.3521325047583
2021-08-23,118.39621909142244,94.71697527313796,147.99527386427803
2021-08-30,101.48571167237499,81.18856933789999,126.85713959046873
2021-09-06,119.19694575508153,95.35755660406522,148.99618219385192
2021-09-13,121.2010627722691,96.96085021781528,151.50132846533637
2021-09-20,115.46421151375569,92.37136921100455,144.3302643921946
2021-09-27,114.92213534900527,91.93770827920423,143.6526691862566
2021-10-04,114.32597023577526,91.46077618862022,142.90746279471907
2021-10-11,111.59714688789597,89.27771751031679,139.49643360986997
2021-10-18,111.43287228141939,89.14629782513552,139.29109035177424
2021-10-25,80.03469072854918,64.02775258283934,100.04336341068648
2021-11-01,107.17221365102748,85.73777092082199,133.96526706378435
2021-11-08,75.69977239289717,60.55981791431774,94.62471549112146
2021-11-15,85.72697967645351,68.58158374116282,107.1587245955669
2021-11-22,79.39760958060467,63.51808766448374,99.24701197575584
2021-11-29,62.76015636964978,50.20812509571982,78.45019546206223
2021-12-06,60.42315053230523,48.33852042584419,75.52893816538153
2021-12-13,49.00088935830632,39.200711486645055,61.2511116978829
2021-12-20,42.5034207542104,34.00273660336833,53.129275942763
2021-12-27,39.17556100486416,31.340448803891327,48.9694512560802
2022-01-03,31.036975224692878,24.829580179754302,38.7962190308661
2022-01-10,23.451757590861334,18.761406072689066,29.314696988576667
2022-01-17,23.367945055883045,18.694356044706435,29.209931319853805
2022-01-24,15.036710869515145,12.029368695612117,18.79588858689393
2022-01-31,19.609527730857156,15.687622184685726,24.511909663571444
2022-02-07,3.1681986345032884,2.534558907602631,3.9602482931291103
2022-02-14,3.5764067990770183,2.861125439261615,4.470508498846273
2022-02-21,0.3428317191665886,0.2742653753332709,0.42853964895823576
2022-02-28,2.595348544685734,2.076278835748587,3.2441856808571674
2022-03-07,1.1881691276816218,0.9505353021452975,1.4852114096020272
2022-03-14,5.2130001875239635,4.170400150019171,6.516250234404954
2022-03-21,3.1852682549150364,2.5482146039320295,3.9815853186437957
2022-03-28,5.511888866798998,4.409511093439199,6.889861083498747
2022-04-04,3.914561257852012,3.13164900628161,4.893201572315015
2022-04-11,5.915879620335207,4.732703696268166,7.3948495254190085
2022-04-18,10.225736640850172,8.180589312680139,12.782170801062716
2022-04-25,14.972602546732942,11.978082037386354,18.715753183416176
2022-05-02,16.638989151708543,13.311191321366834,20.79873643963568
2022-05-09,26.779662256440183,21.42372980515215,33.47457782055023
2022-05-16,34.68200050110815,27.74560040088652,43.352500626385186
2022-05-23,41.42656882521657,33.14125506017326,51.783211031520715
2022-05-30,53.481152487709416,42.78492199016753,66.85144060963677
2022-06-06,53.83637734974084,43.069101879792676,67.29547168717605
2022-06-13,67.34836393986603,53.87869115189283,84.18545492483254
2022-06-20,72.1174948512701,57.69399588101608,90.14686856408761
2022-06-27,84.65564552262555,67.72451641810044,105.81955690328193
2022-07-04,95.53554427436103,76.42843541948882,119.41943034295129
2022-07-11,88.44727355393661,70.7578188431493,110.55909194242076
2022-07-18,93.53160856166905,74.82528684933524,116.9145107020863
2022-07-25,109.97427710663392,87.97942168530714,137.4678463832924
2022-08-01,108.74961694205712,86.9996935536457,135.9370211775714
2022-08-08,106.02078292798383,84.81662634238707,132.52597865997978
2022-08-15,108.439633103851,86.7517064830808,135.54954137981375
2022-08-22,123.37341388530274,98.6987311082422,154.21676735662842
2022-08-29,126.0565650817669,100.84525206541353,157.57070635220862
2022-09-05,104.13321909944766,83.30657527955813,130.16652387430958
2022-09-12,117.17718723580948,93.7417497886476,146.47148404476187
2022-09-19,114.85580275180688,91.8846422014455,143.56975343975859
2022-09-26,115.46421151375569,92.37136921100455,144.3302643921946
2022-10-03,116.7754947938683,93.42039583509465,145.96936849233538
2022-10-10,114.00093494514033,91.20074795611227,142.5011686814254
2022-10-17,98.91562024554855,79.13249619643885,123.64452530693569
2022-10-24,107.58307011736906,86.06645609389525,134.47883764671133
2022-10-31,81.87184470166852,65.49747576133483,102.33980587708565
2022-11-07,70.65961868080785,56.527694944646285,88.32452335100982
2022-11-14,88.64780530797645,70.91824424638116,110.80975663497057
2022-11-21,67.20624030739104,53.764992245912836,84.0078003842388
2022-11-28,65.81947026773355,52.655576214186844,82.27433783466694
2022-12-05,58.41876922640368,46.73501538112295,73.0234615330046
2022-12-12,52.69365739588094,42.154925916704755,65.86707174485117
2022-12-19,44.91823033801648,35.93458427041318,56.1477879225206
2022-12-26,42.12373761161952,33.69899008929561,52.654672014524394
2023-01-02,31.784441912043775,25.42755352963502,39.73055239005472
2023-01-09,21.527473742253786,17.22197899380303,26.909342177817233
2023-01-16,20.11794985270424,16.094359882163392,25.1474373158803
2023-01-23,9.979442834627049,7.983554267701639,12.474303543283812
2023-01-30,17.197696158983756,13.758156927187006,21.497120198729696
2023-02-06,2.5928296945817895,2.0742637556654318,3.241037118227237
2023-02-13,6.116336568797351,4.893069255037881,7.645420710996689
2023-02-20,4.091212725220237,3.27297018017619,5.114015906525297
2023-02-27,2.3361943087593438,1.8689554470074752,2.92024288594918
2023-03-06,2.5570707810840374,2.04565662486723,3.196338476355047
2023-03-13,5.2130001875239635,4.170400150019171,6.516250234404954
2023-03-20,2.5960951360630795,2.0768761088504637,3.2451189200788493
2023-03-27,8.159383221235595,6.527506576988476,10.199229026544494
2023-04-03,4.099948415767856,3.279958732614285,5.12493551970982
2023-04-10,5.879160057347346,4.7033280458778775,7.3489500716841825
2023-04-17,15.604566401697463,12.483653121357971,19.50570800212183
2023-04-24,15.46839657662623,12.374717261300985,19.335495720782788
2023-05-01,17.175066107543632,13.740052886034906,21.46883263442954
2023-05-08,27.23558411599188,21.788467292793506,34.04448014498985
2023-05-15,34.8909473192158,27.91275785537264,43.61368414901975
2023-05-22,43.30617704435579,34.644941635484635,54.13272130544474
2023-05-29,53.00750161220591,42.40600128976473,66.25937701525739
2023-06-05,50.07066555058592,40.05653244046874,62.5883319382324
2023-06-12,64.38737397287606,51.509899178300856,80.48421746609507
2023-06-19,74.01926046448045,59.21540837158437,92.52407558060057
2023-06-26,66.60860058159442,53.28688046527554,83.26075072699302
2023-07-03,84.32955841650767,67.46364673320613,105.41194802063458
2023-07-10,85.0730741723768,68.05845933790145,106.341342715471
2023-07-17,92.77176253099334,74.21741002479467,115.96470316374167
2023-07-24,111.43830527458282,89.15064421966626,139.2978815932285
2023-07-31,116.23706590828282,92.98965272662626,145.2963323853535
2023-08-07,119.54149590315846,95.63319672252678,149.42686987894808
2023-08-14,76.35091264853459,61.080730118827674,95.43864081066823
2023-08-21,111.74520756505949,89.39616605204759,139.68150945632436
2023-08-28,112.41205976467134,89.92964781173708,140.51507470583917
2023-09-04,125.74217426127352,100.59373940901882,157.1777178265919
2023-09-11,109.8192992850604,87.85543942804833,137.2741241063255
2023-09-18,113.46613018750824,90.7729041500066,141.8326627343853
2023-09-25,118.98582171212816,95.18865736970253,148.7322771401602
2023-10-02,104.64550314883743,83.71640251906996,130.8068789360468
2023-10-09,107.54166361314977,86.03333089051982,134.4270795164372
2023-10-16,98.91111421966407,79.12889137573126,123.63889277458009
2023-10-23,90.28921096332553,72.23136877066042,112.86151370415692
2023-10-30,89.18667764379688,71.34934211503752,111.4833470547461
2023-11-06,74.19087240083519,59.352697920668156,92.73859050104399
2023-11-13,90.78777868859811,72.63022295087849,113.48472336074764
2023-11-20,82.27818622017907,65.82254897614325,102.84773277522383
2023-11-27,63.213234083583835,50.57058726686707,79.0165426044798
2023-12-04,59.308204249577614,47.4465633996621,74.13525531197202
2023-12-11,54.67590143317834,43.740721146542676,68.34487679147293
2023-12-18,47.24322197282785,37.79457757826228,59.05402746603481
2023-12-25,38.49443455572957,30.795547644583657,48.118043194661965
2024-01-01,33.673370444881805,26.938696355905446,42.09171305610226
2024-01-08,25.724616948214386,20.57969355857151,32.15577118526798
2024-01-15,19.45851244648042,15.566809957184336,24.323140558100526
2024-01-22,14.77748009478794,11.821984075830352,18.471850118484923
2024-01-29,12.93226468683776,10.345811749470208,16.1653308585472
2024-02-05,2.8848634483865525,2.307890758709242,3.6060793104831905
2024-02-12,-0.43096962651397624,0.0,-0.5387120331424703
2024-02-19,1.758339559221649,1.4066716473773193,2.1979244490270613
2024-02-26,1.7723717597955861,1.417897407836469,2.2154646997444827
2024-03-04,4.875772415907291,3.900617932725833,6.094715519884114
2024-03-11,3.99056763172328,3.192454105378624,4.9882095396540995
2024-03-18,-0.7849462062553281,0.0,-0.9811827578191601
2024-03-25,1.6066037999554545,1.2852830399643638,2.008254749944318
2024-04-01,8.344130215595928,6.675304172476743,10.43016276949491
2024-04-08,12.241746596265743,9.793397277012595,15.302183245332179
2024-04-15,11.647572924467704,9.318058339574163,14.55946615558463
2024-04-22,19.049084504593733,15.239267603674987,23.811355630742167
2024-04-29,14.280768157122091,11.424614525697674,17.850960196402614
2024-05-06,26.788514726092934,21.43081178087435,33.485643407616166
2024-05-13,34.62632807655541,27.70106246124433,43.28291009569426
2024-05-20,44.175410718150694,35.340328574520555,55.219263397688366
2024-05-27,50.011158949086344,40.00892715926908,62.51394868635793
2024-06-03,55.5894610030746,44.47156880245968,69.48682625384325
2024-06-10,64.5410440553764,51.63283524430113,80.6763050692205
2024-06-17,71.97564331501573,57.58051465201259,89.96955414376967
2024-06-24,49.22701701814392,39.38161361451514,61.5337712726799
2024-07-01,85.91917024321765,68.73533619457412,107.39896280402206
2024-07-08,38.45967095660178,30.767736765281423,48.07458869575222
2024-07-15,96.04084177430197,76.83267341944158,120.05105221787746
2024-07-22,100.69273870303299,80.55419096242639,125.86592337879124
2024-07-29,113.76805423369095,91.01444338695276,142.21006779211368
2024-08-05,120.18945918396555,96.15156734717245,150.23682397995694
2024-08-12,84.4186089321176,67.53488714569409,105.523261165147
2024-08-19,104.28087917497,83.424703339976,130.3510989687125
2024-08-26,115.0654082660721,92.05232661285768,143.83176033259014
2024-09-02,125.56682375581055,100.45345900464844,156.95852969476317
2024-09-09,119.67253148007204,95.73802518405763,149.59066435009004
2024-09-16,113.46613018750824,90.7729041500066,141.8326627343853
2024-09-23,111.31214529418787,89.0497162353503,139.14018161773484
2024-09-30,109.46606950991199,87.5728556079296,136.83258688739
2024-10-07,111.59714688789597,89.27771751031679,139.49643360986997
2024-10-14,108.01647914837301,86.41318331869842,135.02059893546627
2024-10-21,108.46455994656503,86.77164795725203,135.5806999332063
2024-10-28,85.77412578265388,68.6193006261231,107.21765722831735
